Date,MinTemp,MaxTemp,Rainfall,Sunshine,WindGustDir,WindGustSpeed,WindDir,WindSpeed,Humidity,Pressure,Cloud,Temp,RainToday,RainTomorrow
2015-08-11,-3.5,7.6,0.4,4.7,NW,50,NW,24,68,1012.6,6,5.1,No,No
2015-08-12,-0.3,9.3,0.4,9.9,N,39,N,30,60,1016.6,1,8.3,No,No
2015-08-13,0.1,10.4,0,7.9,WNW,59,WNW,24,63,1020.1,6,8.6,No,No
2015-08-14,2.3,12.2,0,9.8,WNW,44,NW,30,41,1022.4,1,10.4,No,No
2015-08-15,2.1,10.7,0,9.4,NW,59,WNW,39,45,1018.2,1,9.5,No,No
2015-08-16,4.6,14.7,0,8.4,WNW,52,NW,33,51,1012.4,3,12,No,No
2015-08-17,3.7,14.2,0,10,NNW,46,WSW,28,27,1011.8,1,13.5,No,No
2015-08-18,-1.3,11.6,0,10.4,N,30,NNW,17,35,1022,1,10.8,No,No
2015-08-19,-3.4,12.5,0,6.8,SSE,48,WNW,30,30,1021.8,7,11.2,No,No
2015-08-20,-5.3,13.1,0,7.9,NW,33,NNW,20,47,1025.6,6,12.2,No,No
2015-08-21,0,14,0,4.7,WNW,39,WNW,24,36,1024.4,7,12.4,No,No
2015-08-22,2.4,14.1,0,1.8,NW,46,NW,30,27,1017.8,8,13.2,No,No
2015-08-23,-0.6,12.2,0,7,S,59,S,26,44,1016.8,5,10.7,No,No
2015-08-24,2.3,11.6,0,9.5,S,54,ESE,17,38,1025.5,1,11.1,No,No
2015-08-25,-3.7,14.4,0,10.4,NNW,22,NNW,11,28,1028,0,14,No,No
2015-08-26,-0.9,14.2,0,7.8,WNW,31,N,19,34,1024.4,6,12.8,No,No
2015-08-27,-1.5,17.3,0,9,NW,48,WNW,26,23,1020.3,7,15.8,No,No
2015-08-28,-3.3,15.1,0,NA,SSW,30,SE,13,23,1025.5,1,14.4,No,No
2015-08-29,-0.1,14.7,0,9.9,ENE,30,NE,15,43,1025.9,5,12.3,No,No
2015-08-30,-0.2,16.2,0,5.9,E,28,ENE,20,45,1022.9,6,14.6,No,No
2015-08-31,0.5,16.3,0,4.1,NNW,39,WSW,6,45,1017.5,8,15.4,No,Yes
2015-09-01,6.1,17.2,4,2.4,NW,59,WNW,15,85,1010.4,7,12.6,Yes,Yes
2015-09-02,4.1,14.8,7.4,10.8,NW,46,W,28,34,1021.7,1,14.3,Yes,No
2015-09-03,0.1,16.7,0,10.2,WNW,28,NNE,13,44,1024.8,4,14.9,No,No
2015-09-04,3.2,12.1,0,3.9,ESE,41,SE,20,51,1033.2,5,11.1,No,No
2015-09-05,5.4,11.3,0.2,0.6,ENE,35,ESE,17,61,1031.9,7,10.2,No,No
2015-09-06,5.8,12.4,0,0,SE,26,ESE,13,73,1023.5,8,10.8,No,No
2015-09-07,6.3,16.1,0,2.9,S,35,S,24,33,1016.2,7,15.7,No,No
2015-09-08,-0.9,16.7,0,8.6,NW,35,NW,22,33,1013.9,7,15.5,No,No
2015-09-09,0.2,15.5,1,9.4,SE,31,WNW,11,37,1018.2,1,15.3,No,No
2015-09-10,-3.7,14.7,0,10.9,SSE,43,N,22,25,1020.9,0,13.4,No,No
2015-09-11,-2.7,15.2,0,9.7,N,30,WNW,20,35,1017.9,2,14.9,No,No
2015-09-12,-2.5,16.6,0,9.9,NW,31,N,20,20,1013.9,1,16.3,No,No
2015-09-13,-0.5,21.6,0,9.9,NW,48,NW,26,27,1010.9,5,21.5,No,No
2015-09-14,9,25.5,0,10.2,NW,50,NW,26,31,1011.4,1,25.1,No,Yes
2015-09-15,13.1,19.4,9.8,6,NNW,67,NW,30,43,1006,1,18.2,Yes,Yes
2015-09-16,8.7,19.7,1.6,8,NW,98,NNW,52,33,1001.5,6,18.5,Yes,Yes
2015-09-17,3.9,13.2,3.4,11,WNW,65,WNW,31,33,1017.6,1,12.2,Yes,No
2015-09-18,0.7,14.1,0,9,ENE,20,NNW,7,43,1022.1,1,13.7,No,No
2015-09-19,1.1,18,0,8.6,NNW,39,NNW,28,36,1015.6,1,17.8,No,No
2015-09-20,5.1,23.3,0,10.3,NW,44,NW,28,30,1011.7,1,22.4,No,No
2015-09-21,7.5,23.3,0,10.9,WNW,65,NW,41,15,1010.9,0,21.3,No,No
2015-09-22,4.7,19.5,0,11,NNW,46,NNW,33,25,1015.1,0,18.3,No,No
2015-09-23,3.2,21.9,0,5.2,NW,80,NW,20,50,1006.5,8,21,No,Yes
2015-09-24,7.8,16.2,17.4,7.9,NW,50,N,22,44,1017.8,1,14.3,Yes,No
2015-09-25,2.4,17.3,0,11.3,E,31,SW,6,33,1027.7,1,16.5,No,No
2015-09-26,3.2,18.7,0,11.1,N,31,NNW,13,32,1026.9,1,18.1,No,No
2015-09-27,2.5,20.9,0,10.6,NNW,44,WNW,26,35,1020.6,6,20,No,No
2015-09-28,6.5,25.7,0,10.5,NNW,50,NW,24,25,1016.4,1,24.7,No,No
2015-09-29,14.4,24.3,0,11.1,WNW,52,NW,30,25,1009.9,1,23,No,No
2015-09-30,4.9,18.9,0,9.4,NW,44,NW,22,32,1013.9,7,16,No,No
2015-10-01,2.3,16.8,0,11.4,N,41,NNW,28,34,1017,1,16.3,No,No
2015-10-02,1.4,20.6,0,11.1,N,46,N,30,16,1015.4,1,19.5,No,No
2015-10-03,5.6,27.6,0,11,NW,46,NW,28,21,1014.1,0,26.7,No,No
2015-10-04,16.8,28.9,0,10.8,NNW,70,NW,41,22,1011.8,1,28.4,No,Yes
2015-10-05,14.4,20.7,7.6,4.9,NNW,33,NNW,19,65,1013.2,4,19.3,Yes,Yes
2015-10-06,10.3,21.3,3,6.7,NNW,43,N,19,46,1013.6,1,19.8,Yes,No
2015-10-07,11.2,18,0,8.4,W,65,W,33,40,1005.3,4,16.2,No,Yes
2015-10-08,0.3,16,8.2,11.8,NW,57,N,28,45,1013.3,1,14.6,Yes,No
2015-10-09,0.5,17.9,0,11.5,N,44,NNW,26,33,1017.5,1,16.6,No,No
2015-10-10,0.5,20,0,11.5,NNW,31,N,9,22,1024.2,1,18.8,No,No
2015-10-11,4.6,22,0,11,N,41,N,19,25,1024.9,2,21.4,No,No
2015-10-12,8.2,22.4,0,11.2,NW,31,NW,17,30,1023.8,3,20.6,No,No
2015-10-13,4.5,23.9,0,11.7,NW,30,NNW,11,27,1021.5,4,22.3,No,No
2015-10-14,6.7,26.1,0,7.5,SSW,70,NNW,33,47,1016,7,23.2,No,Yes
2015-10-15,11.9,21.1,13.2,NA,NW,41,N,24,61,1016.7,3,19.4,Yes,No
2015-10-16,9.2,19.6,0.6,10.4,ENE,31,NNW,7,42,1019.7,4,18.4,No,No
2015-10-17,4.4,21,0,12.2,NW,28,NW,9,30,1022.3,1,19.2,No,No
2015-10-18,5,24.1,0,12,NNW,52,NNW,26,34,1020.7,1,21.9,No,No
2015-10-19,6.7,24.7,0,8.6,NW,43,NW,20,31,1022.2,7,23.7,No,No
2015-10-20,8.3,28.5,0,9.8,NW,46,NW,26,30,1019.8,6,27.4,No,No
2015-10-21,11.3,27.4,0.2,12.1,NW,52,NW,31,20,1017.5,1,26.3,No,No
2015-10-22,9,20.6,0,6.2,ENE,39,SW,11,28,1018.6,5,18.5,No,No
2015-10-23,3.4,15,0.8,11.7,S,70,S,37,24,1023.1,5,14.3,No,No
2015-10-24,3.2,18,0,12.2,SSE,48,S,15,25,1022.8,2,16.3,No,No
2015-10-25,0.9,20.7,0,8.4,NNW,39,N,17,29,1018.4,8,19.1,No,No
2015-10-26,3.3,25.5,0,10.8,N,43,NNW,19,16,1014.6,3,24.8,No,No
2015-10-27,7.9,26.1,0,3.5,NNW,43,WNW,19,20,1014.2,8,25.9,No,No
2015-10-28,9,30.7,0,12.1,NNW,76,NW,50,15,1010.8,3,30,No,No
2015-10-29,7.1,28.4,0,12.7,N,48,NNW,19,22,1016.9,1,28.2,No,No
2015-10-30,12.5,19.9,0,5.3,ESE,43,ENE,9,47,1022.8,2,18.3,No,No
2015-10-31,12.5,26.9,0,7.1,NW,46,WNW,28,39,1016.2,7,25.9,No,No
2015-11-01,12.3,30.2,0,12.6,NW,78,WNW,35,13,1009.2,1,28.6,No,No
