date,power,latitude,longitude,place
2006-04-30 9:50,2.5,37.05 N,129.84 E,경북 울진군 동쪽 49km 해역
2006-04-29 11:01,3.5,37.09 N,129.92 E,경북 울진군 동쪽 58km 해역
2006-04-29 1:01,2.5,37.07 N,129.81 E,경북 울진군 동쪽 46km 해역
2006-04-28 23:54,2.5,37.12 N,129.93 E,경북 울진군 동쪽 59km 해역
2006-04-28 23:47,3,37.09 N,129.92 E,경북 울진군 동쪽 58km 해역
2006-04-19 16:18,2.1,37.01 N,129.82 E,경북 울진군 동쪽 46km 해역
2006-04-19 16:01,2.4,37.1 N,129.92 E,경북 울진군 동쪽 58km 해역
2006-04-19 10:57,2.5,37.1 N,129.91 E,경북 울진군 동쪽 57km 해역
2006-04-19 9:49,3,37.05 N,129.96 E,경북 울진군 동쪽 62km 해역
2006-04-19 9:35,2.4,37.07 N,129.93 E,경북 울진군 동쪽 59km 해역
2006-04-13 1:09,2.8,34.74 N,125.01 E,전남 신안군 흑산면 서쪽 약 52km 해역
2006-04-03 18:14,3.3,38.68 N,125.96 E,황해도 사리원 동북동쪽 24km지역
2006-04-02 0:04,2,35.38 N,127.22 E,전북 순창군 동쪽 9km 지역
2006-03-26 7:54,2.4,35.66 N,126.26 E,전남 영광군 북서쪽 약 38km 해역
2006-03-23 7:42,2.5,38.32 N,127.3 E,강원도 철원군 북쪽 약 12km 지역
2006-03-19 14:03,2,36.33 N,127.34 E,대전 유성구 남서쪽 3km 지역
2006-03-19 13:59,2.9,36.34 N,127.36 E,대전 서구 서남서쪽 2km 지역
2006-03-15 4:36,2.4,38.19 N,125.94 E,황해도 해주 동북동쪽 약 27km 지역
2006-03-11 4:52,2.1,37.13 N,126.0 E,충남 태안군 북서쪽 약 42km 해역
2006-03-10 5:57,2.5,33.3 N,127.15 E,제주 남제주군 동쪽 65km해역
2006-02-28 18:52,2.3,36.22 N,127.66 E,충북 옥천군 동남동쪽 11 km 지역
2006-02-28 0:11,2.3,35.81 N,127.89 E,경남 거창군 북북서쪽 약 9km 지역
2006-02-14 3:32,3,38.67 N,126.03 E,황해도 사리원 동북동쪽 31km 지역
2006-01-21 11:29,2.1,36.33 N,127.26 E,대전 유성구 서쪽 11km 지역
2006-01-19 22:53,2,37.19 N,128.77 E,강원 정선군 동남동쪽 14 km 지역
2006-01-19 12:35,3.2,37.21 N,128.8 E,강원 영월군 동쪽 20km 지역
2005-12-25 3:58,2.4,34.74 N,127.22 E,전남 보성군 동쪽 약 16km 지역
2005-12-18 0:00,2.2,34.64 N,127.61 E,전남 여수시 남남서쪽 약 9km 지역
2005-12-07 18:02,2.2,36.63 N,127.77 E,충북 보은군 북북동쪽 약 11km 지역
2005-11-27 11:47,3.1,38.35 N,123.99 E,인천광역시 백령도 서북서쪽 약 80km 해역
2005-11-15 9:10,3,37.2 N,128.79 E,강원 영월군 동쪽 약 19km 지역
2005-11-06 12:52,2.2,35.98 N,128.13 E,경북 김천시 남남동쪽 약 11km 지역
2005-10-23 1:02,2.5,34.97 N,127.07 E,전남 화순군 동남동쪽 약 11km 지역
2005-10-21 12:00,3,37.89 N,125.01 E,인천광역시 백령도 동쪽 약 37km 해역
2005-10-13 11:22,2.5,36.95 N,129.43 E,경북 울진군 남동쪽 약 4km 해역
2005-10-10 8:51,3.4,37.93 N,124.9 E,인천광역시 백령도 동쪽 약 25km 해역
2005-10-03 19:18,2.1,35.62 N,129.4 E,울산광역시 북구 동북동쪽 약 6km 지역
2005-09-07 17:11,2.1,37.09 N,127.86 E,충북 음성군 동북동쪽 약 22km 지역
2005-08-31 12:58,2.1,37.12 N,129.7 E,경북 울진 동북동쪽 약 35km 해역
2005-08-25 19:33,2.2,36.75 N,126.3 E,충남 태안군 북동쪽 약 2km 지역
2005-08-24 5:06,3.5,34.06 N,126.95 E,전남 완도군 동남동쪽 약 31km 해역
2005-07-30 3:01,3.1,34.14 N,127.47 E,전남 고흥군 남남동쪽 약 38km 해역
2005-06-30 0:25,3.1,36.66 N,129.63 E,경북 영덕 동북동쪽 약 35km 해역
2005-06-29 23:18,4,34.5 N,129.05 E,경남 거제 동남동쪽 약 54km 해역
2005-06-20 15:31,3,38.81 N,125.57 E,평양 남서쪽 약 20km 지역
2005-06-15 7:37,3,33.0 N,126.15 E,제주도 서귀포시 서남서쪽 약 48km 해역
2005-06-15 7:07,3.7,33.15 N,126.14 E,제주도 서귀포시 서쪽 약 41km 해역
2005-06-10 21:14,2.5,36.78 N,128.48 E,경북 예천군 북북동쪽 약 9km 지역
2005-06-10 12:49,2.4,36.73 N,128.48 E,경북 예천 북북동쪽 약 6km 지역
2005-06-08 0:07,2.5,37.51 N,124.76 E,인천광역시 백령도 남동쪽 약 30km 해역
2005-05-15 7:22,2.6,38.13 N,125.6 E,황해도 해주 북서쪽 약 15km 지역
2005-05-01 16:27,3.6,35.04 N,123.0 E,전남 흑산도 서쪽 약 225km 해역
2005-04-21 12:37,3,34.91 N,125.47 E,전남 흑산도 북쪽 약 25km 해역
2005-04-09 23:04,2.4,35.67 N,130.03 E,울산광역시 동쪽 약 70km 해역
2005-04-09 19:13,2.4,37.17 N,125.41 E,인천광역시 덕적도 서쪽 약 60km 해역
2005-04-01 0:15,2.4,33.56 N,126.97 E,제주 성산 북북동쪽 약25km 해역
2005-03-31 19:32,2.2,36.43 N,125.57 E,충남 격렬비열도 남남동쪽 약 20km 해역
2005-03-17 23:39,3.1,32.47 N,125.85 E,제주도 서귀포시 남남서쪽 약 105 km 해역
2005-03-12 11:56,2.4,38.82 N,127.14 E,함경남도 원산시 남남서쪽 약 45 km 지역
2005-02-20 22:18,3.4,35.4 N,126.22 E,전남 영광군 서북서쪽 약 30 km 해역
2005-02-07 20:16,2.8,36.59 N,130.02 E,경북 영덕 동북동쪽 약 60km 해역
2005-02-05 11:27,2.5,33.49 N,126.36 E,제주시 서쪽 약 10 km 해역
2005-02-03 7:48,2.4,38.95 N,130.39 E,강원 고성 북동쪽 약 150 km 해역
2004-12-12 3:00,2.1,33.6 N,127.7 E,제주 남제주군 성산포 동북동쪽 약 65km 해역
2004-12-10 19:41,2.3,32.9 N,125.8 E,제주 서귀포시 남서쪽 약 110km 해역
2004-11-30 13:51,2.5,33.2 N,125.7 E,제주 모슬포 서쪽 약 50km 해역
2004-11-28 13:15,2.4,37.6 N,129.5 E,강원도 동해시 동북동쪽 약 40 km 해역
2004-11-05 1:25,2,37.1 N,126.1 E,인천광역시 옹진군 덕적도 남서쪽 약 10km 해역
2004-10-20 14:12,2.7,34.4 N,125.5 E,전남 흑산도 남쪽 약 30km 해역
2004-10-14 3:02,2.7,33.7 N,127.3 E,제주 성산 북동쪽 약 50km 해역
2004-10-11 19:19,2.2,38.0 N,125.4 E,황해도 해주 서쪽 약 30km 지역
2004-10-04 6:24,2,35.5 N,128.3 E,경남 합천 남동쪽 약 15km 지역
2004-09-27 18:47,2.5,35.5 N,128.3 E,경남 합천 남동쪽 약 15km 지역
2004-09-24 1:40,2.5,33.4 N,127.1 E,제주 성산 동쪽 약 20km 해역
2004-09-15 7:47,2.5,37.5 N,126.9 E,경기도 광명시 북동쪽 약 5km 지역
2004-08-13 22:42,2.7,37.6 N,126.5 E,인천광역시 북서쪽 약 20km 지역
2004-08-11 4:29,2.3,33.3 N,126.2 E,제주 북제주군 한림 남서쪽 약 10km 지역
2004-08-06 5:32,3.3,35.9 N,127.4 E,전북 전주시 북동쪽 약 15km 지역
2004-07-14 20:37,2.1,36.4 N,127.3 E,대전광역시 북서쪽 약 10km 지역
2004-07-14 13:44,2.6,33.4 N,127.2 E,제주 성산 동쪽 약 30km 해역
2004-07-13 21:08,2.1,38.5 N,126.0 E,황해도 사리원 동쪽 약 20km 지역
2004-06-11 16:25,2.1,37.3 N,128.7 E,강원 정선 남쪽 약 10km 지역
2004-06-01 20:22,3.5,37.2 N,130.0 E,경북 울진 동북동쪽 약 55km 해역
2004-05-30 21:45,2.2,37.0 N,129.3 E,경북 울진 북서쪽 약 10km 지역
2004-05-30 4:45,2,36.6 N,130.0 E,경북 울진 남동쪽 약 70km 해역
2004-05-29 19:14,5.2,36.8 N,130.2 E,경북 울진 동쪽 약 80km 해역
2004-05-25 18:08,2.7,39.5 N,124.9 E,평안북도 신의주 남동쪽 약 75km 해역
2004-05-17 15:05,2.1,36.4 N,125.9 E,충남 서산 남서쪽 약 60km 해역
2004-05-06 23:10,2,37.5 N,129.9 E,강원도 삼척 동쪽 약 65km 해역
2004-05-05 12:22,3.1,32.7 N,126.0 E,제주 서귀포 남남서쪽 약 120km 해역
2004-05-05 2:15,2.2,33.4 N,127.3 E,제주 성산 동쪽 약 40km 해역
2004-05-05 1:07,2.2,33.4 N,127.3 E,제주 성산 동쪽 약 40km 해역
2004-04-30 23:43,2.8,35.8 N,129.4 E,경북 경주 동쪽 약 20km 지역
2004-04-29 17:31,2.9,37.4 N,123.8 E,인천광역시 백령도 남서쪽 약 100km 해역
2004-04-26 13:29,3.9,35.8 N,128.2 E,대구광역시 서남서쪽 약 40km 지역
2004-04-15 23:25,2,34.9 N,124.6 E,전남 흑산도 서북서쪽 약 80km 해역
2004-04-02 12:04,2.9,39.4 N,126.0 E,평남 평양시 북북동쪽 약 50km 지역
2004-03-07 20:58,2.9,35.8 N,125.4 E,전남 영광군 서북서쪽 약 100km 해역
2004-02-26 5:51,2.1,37.2 N,128.9 E,강원 태백 북서쪽 약 10km 지역
2004-02-06 7:30,2.4,38.6 N,126.1 E,황해도 사리원시 동북동쪽 약 30km 지역
2004-01-29 20:22,2.4,35.9 N,128.5 E,대구광역시 북서쪽 약 10km 지역
2004-01-23 5:27,2,35.4 N,128.0 E,경남 산청 동쪽 약 10km 지역
2004-01-17 9:47,2.9,33.7 N,125.8 E,제주 북서쪽 약 70km 해역
2004-01-06 1:49,3.2,38.7 N,125.1 E,평남 남포 서쪽 약 30km 해역
2004-01-05 6:11,2.9,36.2 N,127.0 E,충남 논산 서쪽 약 5km 지역
2003-10-17 11:55,2,35.8 N,129.4 E,경북 경주 동쪽 약 20km 지역
2003-10-14 1:44,2.4,34.1 N,127.5 E,전남 여수시 거문도 북동쪽 약 20km 해역
2003-10-13 18:12,3.6,37.0 N,126.5 E,충남 당진 북서쪽 약 20km 지역
2003-10-05 5:03,2.1,36.3 N,127.3 E,대전광역시 서쪽 약10km 지역
2003-10-04 4:59,2.3,33.2 N,126.9 E,제주 성산 남쪽 약 20km 해역
2003-09-25 15:24,2.5,36.0 N,129.6 E,경북 포항시 동쪽 약 20km 지역
2003-09-24 3:26,2.3,35.8 N,128.5 E,대구광역시 남서쪽 약 10km 지역
2003-09-19 20:48,2.9,37.5 N,124.5 E,인천광역시 백령도 남남서쪽 약 50km 해역
2003-08-12 1:25,2.6,34.7 N,130.3 E,부산 동남동쪽 약 120km 해역
2003-08-07 11:04,2.7,36.8 N,129.5 E,경북 울진 남남동쪽 약 20km 해역
2003-07-28 6:12,2.7,35.1 N,124.7 E,전남 흑산도 북서쪽 약 85km 해역
2003-07-18 17:05,2.9,35.0 N,124.3 E,전남 흑산도 서북서쪽 약 110km 해역
2003-07-09 15:20,2.7,34.9 N,128.2 E,경남 사천 동쪽 약 10km 해안
2003-07-05 12:18,3,37.4 N,125.3 E,인천광역시 서쪽 약 120km 해역
2003-06-29 11:53,2.1,35.7 N,124.8 E,전북 부안 서쪽 약 170km 해역
2003-06-09 10:14,4,36.0 N,123.6 E,전북 군산 서쪽 약 280km 해역
2003-06-08 2:07,2.6,36.5 N,125.1 E,충남 격렬비열도 서남서쪽 약 40km 해역
2003-06-04 3:34,2.7,35.2 N,125.2 E,전남 흑산도 북북서쪽 약 60km 해역
2003-04-16 2:55,3.3,36.4 N,126.3 E,충남 안면도 약 10km 해역
2003-04-05 0:56,2.4,36.2 N,127.3 E,충남 금산 북서쪽 약 20km 지역
2003-04-05 0:31,2.9,36.2 N,127.3 E,충남 금산 북서쪽 약 20km 지역
2003-04-05 0:25,2.5,36.2 N,127.3 E,충남 금산 북서쪽 약 20km 지역
2003-04-01 22:26,2.1,36.4 N,127.8 E,충북 보은 남동쪽 약 10km 지역
2003-03-30 20:10,5,37.8 N,123.7 E,인천광역시 백령도 서남서쪽 약 80km 해역
2003-03-23 5:38,4.9,35.0 N,124.6 E,전남 홍도 북서쪽 약 50km 해역
2003-03-19 23:05,2.3,36.5 N,129.6 E,경북 영덕 북동쪽 약 20km 해역
2003-03-14 4:06,2.1,36.2 N,128.7 E,경북 의성 남쪽 약 15km 지역
2003-03-10 3:28,3.1,36.1 N,128.4 E,경북 구미 동쪽 약 10km 지역
2003-03-04 12:44,2.9,38.3 N,128.6 E,강원도 속초 북쪽 약 10km 해역
2003-03-01 23:33,3,35.8 N,129.3 E,경북 경주 남동쪽 약 10km 지역
2003-03-01 21:07,2.5,37.6 N,124.6 E,인천광역시 백령도 남쪽 약 40km 해역
2003-02-14 16:42,2.9,38.0 N,124.5 E,인천광역시 백령도 서북서쪽 약 15km 해역
2003-02-09 22:28,2.3,36.0 N,127.9 E,경북 김천 남서쪽 약 20km 지역
2003-02-08 23:46,2.9,35.3 N,126.6 E,전남 영광 동쪽 약 10km 지역
2003-01-16 14:02,2.2,33.6 N,127.3 E,제주도 성산포 동북동쪽 약 40km 해역
2003-01-13 22:03,2.8,35.8 N,129.4 E,경북 경주 동쪽 약 20km 지역
2003-01-10 0:56,2.7,35.9 N,129.2 E,경북 경주 북쪽 10km 지역
2003-01-09 17:33,3.9,37.4 N,124.2 E,인천광역시 백령도 남서쪽 약 60km 해역
2002-12-26 23:41,2.7,36.5 N,127.0 E,충남 공주 서북서쪽 약 10km 지역
2002-12-17 8:44,2.1,37.1 N,126.4 E,충남 서산 북쪽 약 35km 해역
2002-12-16 18:21,2.4,36.7 N,130.2 E,경북 울진 동남동쪽 약 75km 해역
2002-12-12 21:42,2.3,37.1 N,126.4 E,충남 서산 북쪽 약 35km 해역
2002-12-10 7:42,3.8,38.8 N,127.2 E,강원 철원 북쪽 약 60km 지역
2002-12-07 16:43,2.7,37.4 N,129.4 E,강원 삼척 동쪽 약 20km 해역
2002-12-05 11:01,2.1,36.7 N,126.2 E,충남 서산 서남서쪽 약 25km 지역
2002-12-05 10:05,2,36.7 N,126.3 E,충남 서산 남서쪽 약 15km 지역
2002-11-13 21:46,2.4,35.8 N,127.9 E,경남 거창 북쪽 약 15km 지역
2002-11-06 21:48,2.5,36.4 N,127.7 E,충북 보은 남서쪽 약 10km 지역
2002-10-28 11:50,2.8,35.1 N,126.6 E,전남 나주 북서쪽 약 10km 지역
2002-10-25 4:06,2.4,33.9 N,127.1 E,전남 완도 남동쪽 약 55km 해역
2002-10-23 10:30,2.8,34.9 N,128.4 E,경남 통영 북서쪽 약 5km 지역
2002-10-20 4:22,3,35.2 N,127.7 E,경남 하동 북북서쪽 약 15km 지역
2002-10-19 21:31,2.7,36.2 N,127.6 E,충남 금산 북동쪽 약 15km 지역
2002-10-16 19:48,2.4,36.6 N,127.6 E,충북 청주 남동쪽 약 10km 지역
2002-10-04 2:06,2.4,38.1 N,126.4 E,북한 개성 북서쪽 약 15km 지역
2002-09-19 3:10,2.9,35.6 N,125.4 E,전남 영광 서북서쪽 약 95km 해역
2002-09-16 7:36,2.8,36.1 N,128.3 E,경북 구미 지역
2002-09-15 16:40,2.5,35.9 N,129.7 E,경북 포항 동남동쪽 약 30km 해역
2002-08-13 16:07,2.7,35.1 N,125.2 E,전남 흑산도 북북서쪽 약 50km 해역
2002-08-10 21:47,4,35.1 N,123.4 E,전남 흑산도 서북서쪽 약 195km 해역
2002-08-06 21:37,2.5,35.7 N,127.6 E,전북 장수 북동쪽 약 5km 지역
2002-08-06 7:32,3,34.7 N,127.4 E,전남 고흥 북동쪽 약 15km 지역
2002-07-17 6:50,3.3,38.0 N,124.4 E,인천광역시 백령도 서쪽 약 25km 해역
2002-07-12 8:17,2.1,35.9 N,129.8 E,경북 포항 동남동쪽 약 40km 해역
2002-07-09 4:01,3.8,35.9 N,129.6 E,경북 포항 남동쪽 약 25km 해역
2002-07-02 1:49,2.3,35.8 N,128.0 E,경남 거창 북동쪽 약 15km 지역
2002-06-23 11:12,2,34.7 N,126.6 E,전남 영암 남서쪽 약 15km 지역
2002-06-07 22:24,2.8,38.4 N,125.3 E,황해도 남포 남쪽 약 40km 지역
2002-05-29 18:22,2.4,34.7 N,127.9 E,전남 여수 동쪽 약 15km 해역
2002-04-17 7:52,3.9,40.5 N,128.5 E,함경남도 북청 북동쪽 약 30km 지역
2002-04-14 12:29,2.4,35.1 N,125.0 E,전남 흑산도 북서쪽 약 60km 해역
2002-04-01 7:46,2.5,37.3 N,128.1 E,강원 원주 남동쪽 약 15km 지역
2002-03-25 18:10,2.4,37.1 N,127.2 E,경기 용인 남쪽 약 10km 지역
2002-03-25 5:31,2.4,37.4 N,129.2 E,강원 삼척 지역
2002-03-22 11:28,3.5,38.3 N,124.5 E,인천광역시 백령도 북쪽 약 40km 해역
2002-03-17 9:26,3.9,38.1 N,124.3 E,인천광역시 백령도 서북서쪽 약 35km 해역
2002-03-12 20:04,2.4,34.9 N,127.4 E,전남 순천 남서쪽 약 10km 지역
2002-03-08 2:09,2.4,35.5 N,126.1 E,전북 고창 서북서쪽 약 55km 해역
2002-03-07 23:30,3,36.5 N,126.6 E,충남 홍성 남서쪽 약 15km 지역
2002-02-28 22:26,2.1,36.7 N,128.1 E,경북 문경 북서쪽 약 15km 지역
2002-02-07 9:31,2.4,36.1 N,129.2 E,경북 포항 북서쪽 약 15km 지역
2002-02-03 22:44,2.6,35.0 N,125.0 E,전남 홍도 북북서쪽 약 40km 해역
2002-01-17 20:16,2.9,35.1 N,125.0 E,전남 홍도 북북서쪽 약 50km 해역
2002-01-17 6:28,2.8,36.2 N,126.2 E,충남 보령 남서쪽 약 35km 해역
2002-01-08 8:18,2.8,35.8 N,128.2 E,경북 고령 북서쪽 약 5km 지역
2002-01-07 17:10,3.1,35.4 N,128.8 E,경남 밀양 남남동쪽 약 10km 지역
2002-01-04 0:33,2.3,34.8 N,127.4 E,전남 순천 남서쪽 약 20km 지역
2001-11-30 11:18,2.4,35.9 N,127.5 E,전북 진안 북북동쪽 약 10km 지역
2001-11-24 16:10,4.1,36.7 N,129.9 E,경북 울진 동남동쪽 약 50km 해역
2001-11-21 10:49,3.5,36.7 N,128.3 E,경북 문경 북쪽 약 15km 지역
2001-11-13 6:15,1.9,36.5 N,127.9 E,충북 보은 동쪽 약 15km 지역
2001-11-09 13:54,2.6,34.7 N,126.9 E,전남 장흥 지역
2001-10-28 22:27,2.1,37.1 N,129.0 E,강원 태백 남쪽 약 5km 지역
2001-10-01 3:35,2.6,36.0 N,127.7 E,전북 무주 동쪽 약 5km 지역
2001-09-24 9:33,2.6,35.5 N,127.5 E,전북 남원 북동쪽 약 15km 지역
2001-09-19 8:47,2.6,36.6 N,126.9 E,충남 예산 남동쪽 약 10km 지역
2001-09-15 2:32,2.2,35.6 N,125.9 E,전북 부안 서쪽 약 70km 해역
2001-09-13 6:07,2.2,36.4 N,127.0 E,충남 부여 북동쪽 약 15km 지역
2001-09-07 8:42,2.8,34.8 N,127.4 E,전남 순천 남서쪽 약 15km 지역
2001-08-24 11:12,3.1,35.9 N,128.2 E,경북 성주 서쪽 약 10km 지역
2001-08-20 21:04,2.5,34.0 N,125.5 E,전남 소흑산도 동쪽 약 35km 해역
2001-08-06 23:46,2.3,36.7 N,128.3 E,경북 문경 북동쪽 약 15km 지역
2001-07-27 10:04,2.2,36.5 N,128.0 E,경북 상주 북서쪽 약 20km 지역
2001-07-26 19:55,2,36.2 N,127.4 E,충남 금산 북서쪽 약 15km 지역
2001-07-23 17:29,3.5,36.4 N,128.0 E,경북 상주 서쪽 약 15km 지역
2001-07-15 20:01,2.3,36.7 N,127.0 E,충남 아산 남쪽 약 10km 지역
2001-06-29 11:21,3.6,35.8 N,126.6 E,전북 군산 남남서쪽 약 20km 해역
2001-06-17 1:04,2.3,35.7 N,126.4 E,전북 부안 서쪽 약 30km 해역
2001-06-16 21:26,2.2,36.0 N,127.9 E,경북 김천 남서쪽 약 20km 지역
2001-06-13 13:53,2.9,34.8 N,127.3 E,전남 순천 남서쪽 약 20km 지역
2001-06-09 0:36,2.3,36.7 N,128.8 E,경북 안동 북북동쪽 약 15km 지역
2001-05-28 7:25,2.1,36.4 N,127.8 E,충북 보은 남동쪽 약 10km 지역
2001-05-27 20:24,2.5,35.8 N,129.7 E,경북 포항 남동쪽 약 40km 해역
2001-05-27 15:25,2.6,34.1 N,127.6 E,전남 고흥 남동쪽 약 60km 해역
2001-05-25 0:06,2.6,33.6 N,126.8 E,제주 성산 북쪽 약 25km 해역
2001-05-16 1:09,2,36.0 N,126.7 E,전북 군산 지역
2001-05-05 19:23,1.7,34.4 N,127.4 E,전남 고흥 남남동쪽 약 20km 해역
2001-05-05 11:21,3.3,37.8 N,124.5 E,백령도 남남서쪽 약 30km 해역
2001-04-21 2:30,2.1,35.9 N,125.3 E,전북 군산 서쪽 약 130km 해역
2001-04-17 2:42,2.5,35.4 N,126.1 E,전북 고창 서쪽 약 60km 해역
2001-04-16 22:50,2.2,35.9 N,129.7 E,경북 포항 동남동쪽 약 35km 해역
2001-03-19 22:16,2.8,37.6 N,124.6 E,백령도 남쪽 약 35km 해역
2001-03-07 8:27,2.5,35.1 N,127.8 E,경남 하동 북동쪽 약 10km 지역
2001-03-06 0:23,2.3,35.3 N,125.7 E,전남 영광 서쪽 약 70km 해역
2001-02-28 12:46,2.9,35.3 N,127.9 E,경남 산청 남쪽 약 10km 지역
2001-02-19 8:27,2,37.4 N,128.4 E,강원 평창 지역
2001-02-14 1:02,2.2,36.0 N,128.2 E,경북 김천 남동쪽 약 10km 지역
2001-02-10 17:47,2,37.1 N,127.6 E,경기 여주 남쪽 약 20km 지역
2001-02-08 16:59,2.3,38.4 N,127.9 E,강원 양구 북쪽 약 30km 지역
2001-01-29 11:44,3,35.7 N,126.6 E,전북 부안 서쪽 약 10km 지역
2000-12-22 8:19,2.7,36.3 N,127.4 E,대전광역시 지역
2000-12-09 18:51,3.7,36.5 N,130.0 E,경북 영덕 동쪽 약 90km 해역
2000-12-02 16:53,3.1,34.6 N,126.9 E,전남 장흥 남쪽 약 10km 지역
2000-11-14 17:41,2.9,38.8 N,125.8 E,평양 남쪽 약 25km 지역
2000-11-05 21:39,2.2,36.2 N,127.2 E,충남 논산 동쪽 약 10km 지역
2000-10-28 7:10,2.7,37.1 N,126.7 E,경기도 수원 남서쪽 약 30km 해역
2000-10-23 11:35,2.6,37.7 N,125.7 E,황해도 해주 남쪽 약 24km 해역
2000-10-08 7:46,2.6,37.3 N,128.8 E,강원 정선 남동쪽 약 15km 지역
2000-10-03 0:01,2,36.7 N,127.2 E,충남 천안 남남동쪽 약 15km 지역
2000-09-23 10:07,2.4,35.6 N,128.4 E,경남 창녕 북서쪽 약 15km 지역
2000-09-13 20:38,2.4,35.7 N,127.1 E,전북 전주 남서쪽 약 10km 지역
2000-08-21 19:43,3.4,38.9 N,125.9 E,평양 남동쪽 약 20km 지역
2000-08-15 1:36,2.2,35.3 N,125.9 E,전남 영광 서쪽 약 55km 해역
2000-08-06 19:35,2.2,36.3 N,128.4 E,경북 군위 북쪽 약 15km 지역
2000-08-05 21:02,2.7,35.1 N,124.9 E,전남 무안 서북서쪽 약 140km 해역
2000-07-24 7:00,3,38.5 N,127.8 E,강원 회양 남동쪽 약 30km지역
2000-05-26 21:41,2.4,36.2 N,127.1 E,충남 논산 지역
2000-05-19 1:44,2.7,36.3 N,128.5 E,경북 구미 북동쪽 약 25km 지역
2000-05-11 16:00,2.8,38.6 N,127.7 E,강원 회양 남동쪽 약 20km 지역
2000-05-11 15:01,2.9,38.6 N,127.8 E,강원 회양 남동쪽 약 20km 지역
2000-05-11 10:51,3.1,33.3 N,125.9 E,제주도 고산 서쪽 약 30km 해역
2000-05-09 6:55,2.3,35.2 N,128.1 E,경남 진주 북동쪽 약 10km 지역
2000-04-29 8:53,3.3,35.8 N,125.7 E,전북 군산 서쪽 약 90km 해역
2000-04-15 8:05,2.3,36.6 N,128.3 E,경북 문경 동쪽 약 10km 지역
2000-04-12 4:44,3.5,36.9 N,125.3 E,격렬비열도 북서쪽 약 40km 해역
2000-03-21 13:43,2.3,36.5 N,126.0 E,충남 보령 서북서쪽 약 55km 해역
2000-03-15 1:10,2.5,36.3 N,125.9 E,충남 보령 서남서쪽 약 70km 해역
2000-02-21 1:06,2.1,35.8 N,128.2 E,경북 고령 북서쪽 약 6km 지역
2000-01-18 15:08,3,38.7 N,127.9 E,강원 고성 서쪽 약 35km 지역
1999-12-27 12:29,3,36.8 N,128.2 E,경북 문경 북쪽 약 20km 지역
1999-12-20 13:28,2.5,36.0 N,128.4 E,대구광역시 북서쪽 약 20km 지역
1999-12-14 14:46,2.8,36.7 N,127.3 E,충남 조치원 북쪽 약 10km 지역
1999-09-24 1:59,2.7,38.2 N,128.8 E,강원 속초 동쪽 약 20km 해역
1999-09-12 5:56,3.2,35.9 N,129.3 E,경북 경주 북동쪽 약 10km 지역
1999-09-11 3:17,3.4,36.1 N,123.7 E,충남 격렬비열도 서남서쪽 약 180km 해역
1999-07-17 15:22,2.9,36.2 N,127.0 E,충남 논산 서쪽 약 10km 지역
1999-06-19 20:58,2.7,36.3 N,127.8 E,충북 보은 남쪽 약 22km 지역
1999-06-17 22:33,2.6,33.2 N,126.4 E,제주 서귀포 서쪽 약 15km 지역
1999-06-09 2:15,2.6,37.7 N,125.8 E,경기 대연평도 북동쪽 약 10km 해역
1999-06-02 18:12,3.4,35.9 N,129.3 E,경북 경주 북동쪽 약 10km 지역
1999-05-15 14:41,3.1,35.5 N,126.2 E,전남 영광 북서쪽 약 35km 해역
1999-05-09 8:17,3.5,36.2 N,123.7 E,충남 격렬비열도 남서쪽 약 200km해역
1999-05-09 8:11,3.1,37.7 N,130.5 E,경북 울릉도 북서쪽 약 40km해역
1999-05-04 3:09,2.5,37.3 N,129.4 E,강원 삼척 남동쪽 약 23km 해역
1999-04-25 18:35,2.8,35.8 N,127.1 E,전북 전주시 지역
1999-04-24 1:35,3.2,36.0 N,129.3 E,경북 포항 남서쪽 약 8km 지역
1999-04-23 12:41,2.2,37.3 N,128.9 E,강원 태백 북서쪽 약 21km 지역
1999-04-22 1:27,2,36.5 N,127.8 E,충북 보은 동쪽 약 6km 지역
1999-04-21 11:24,2.1,36.7 N,127.1 E,충남 천안 남남서쪽 약 15km 지역
1999-04-09 20:48,2.8,37.3 N,128.9 E,강원 태백 북서쪽 약 12km 지역
1999-04-08 1:09,2.6,37.2 N,128.9 E,강원 태백 북서쪽 약 10km 지역
1999-04-08 0:40,2.9,37.2 N,128.9 E,강원 태백 북서쪽 약 10km 지역
1999-04-07 23:43,3.3,37.2 N,128.9 E,강원 태백 북서쪽 약 10km 지역
1999-04-04 11:29,3.1,36.4 N,124.0 E,충남 태안 서남서쪽 약 200km 해역
1999-03-28 12:39,3,37.5 N,130.2 E,경북 울릉 서북서쪽 약 60km 해역
1999-03-15 22:08,2.4,37.5 N,130.4 E,경북 울릉 서쪽 약 25km 해역
1999-03-15 16:11,2.7,37.5 N,130.4 E,경북 울릉 서쪽 약 25km 해역
1999-03-14 20:31,3.2,37.5 N,130.4 E,경북 울릉 서쪽 약 25km 해역
1999-03-05 23:41,3.5,40.5 N,126.3 E,평북 희천 북쪽 약 35km 지역
1999-02-24 2:14,3.5,37.3 N,126.0 E,인천광역시 서남서쪽 약 55km 해역
1999-02-08 6:36,2.5,37.1 N,128.9 E,강원 태백시 서쪽 약 6km 지역
1999-02-03 3:21,2.9,38.5 N,127.8 E,강원 양구 북북서쪽 약 45km 지역
