ID, Age, Experience, Income, Family, CCAvg, Mortgage, Response
4446, 49, 25, 135, 2, 1.4, 82, No
4445, 36, 10, 73, 2, 2.8, 0, No
4444, 38, 14, 48, 1, 1.8, 169, No
4443, 48, 23, 62, 4, 3.6, 83, No
4442, 62, 36, 75, 2, 1.7, 0, No
4441, 43, 19, 75, 3, 0.3, 0, No
4440, 33, 7, 104, 2, 3.6, 0, Yes
4439, 43, 18, 22, 2, 0.0, 0, No
4438, 63, 38, 63, 2, 1.5, 0, No
4437, 60, 35, 33, 2, 0.5, 0, No
4436, 46, 21, 34, 2, 1.3, 116, No
4435, 35, 9, 51, 4, 2.2, 110, No
4434, 62, 38, 44, 1, 1.9, 0, No
4433, 53, 27, 50, 2, 0.8, 0, No
4432, 38, 12, 60, 2, 1.8, 0, No
4431, 38, 12, 24, 2, 0.8, 0, No
4430, 55, 29, 140, 2, 2.7, 0, No
4429, 51, 27, 12, 4, 1.0, 0, No
4428, 31, 7, 18, 1, 0.4, 0, No
4427, 33, 8, 140, 1, 4.6, 0, No
4426, 26, 0, 164, 2, 4.0, 301, Yes
4425, 35, 10, 54, 1, 2.5, 0, No
4424, 61, 36, 40, 3, 0.5, 100, No
4423, 57, 31, 164, 2, 3.8, 422, Yes
4422, 63, 38, 9, 4, 0.6, 100, No
4421, 62, 38, 149, 1, 4.7, 0, No
4420, 42, 17, 85, 1, 3.7, 272, No
4419, 59, 34, 145, 4, 1.8, 198, Yes
4418, 54, 28, 92, 2, 1.1, 0, No
4417, 49, 25, 8, 1, 0.3, 97, No
4416, 60, 35, 65, 2, 1.5, 220, No
4415, 33, 8, 178, 3, 8.5, 0, Yes
4414, 29, 2, 31, 4, 1.5, 0, No
4413, 34, 10, 19, 4, 0.4, 0, No
4412, 23, -2, 75, 2, 1.8, 0, No
4411, 39, 14, 153, 2, 3.0, 0, No
4410, 43, 19, 75, 4, 0.2, 102, No
4409, 64, 40, 181, 2, 2.3, 0, Yes
4408, 37, 13, 71, 2, 1.7, 0, No
4407, 50, 25, 24, 4, 0.4, 137, No
4406, 61, 35, 83, 2, 1.7, 245, No
4405, 29, 5, 34, 1, 0.4, 0, No
4404, 50, 24, 112, 1, 0.0, 0, No
4403, 55, 25, 52, 1, 1.4, 207, No
4402, 60, 35, 42, 3, 1.5, 0, No
4401, 34, 10, 44, 1, 1.3, 0, No
4400, 48, 23, 21, 1, 0.1, 0, No
4399, 63, 37, 61, 1, 2.5, 0, No
4398, 48, 23, 19, 1, 0.1, 0, No
4397, 30, 5, 14, 4, 0.5, 0, No
4396, 66, 41, 25, 4, 0.6, 0, No
4395, 57, 31, 25, 2, 0.7, 103, No
4394, 24, 0, 59, 4, 1.6, 0, No
4393, 52, 27, 81, 4, 3.8, 0, No
4392, 46, 22, 113, 2, 3.3, 0, No
4391, 52, 26, 62, 4, 2.8, 0, No
4390, 58, 32, 40, 1, 1.6, 0, No
4389, 47, 21, 123, 1, 7.3, 0, No
4388, 37, 12, 72, 4, 0.7, 0, No
4387, 53, 27, 122, 1, 2.4, 330, No
4386, 56, 32, 23, 1, 1.2, 127, No
4385, 45, 20, 61, 3, 2.7, 0, No
4384, 28, 4, 85, 3, 2.5, 0, No
4383, 60, 34, 38, 3, 2.2, 0, No
4382, 33, 8, 39, 4, 0.8, 0, No
4381, 37, 13, 64, 1, 1.5, 0, No
4380, 42, 17, 53, 4, 1.9, 0, No
4379, 38, 12, 45, 4, 1.2, 138, No
4378, 33, 8, 145, 1, 2.7, 0, Yes
4377, 40, 15, 71, 3, 3.0, 272, No
4376, 34, 10, 51, 3, 2.0, 130, No
4375, 39, 15, 62, 3, 2.3, 131, No
4374, 30, 6, 139, 1, 4.3, 0, No
4373, 34, 10, 41, 1, 2.4, 0, No
4372, 64, 39, 13, 4, 0.6, 0, No
4371, 27, 3, 18, 1, 0.4, 0, No
4370, 50, 25, 19, 4, 0.4, 103, No
4369, 31, 7, 25, 2, 1.0, 0, No
4368, 40, 15, 149, 2, 3.9, 319, No
4367, 52, 28, 43, 4, 1.1, 0, No
4366, 26, 2, 85, 2, 2.5, 0, No
4365, 59, 35, 75, 4, 2.3, 0, No
4364, 30, 4, 18, 4, 0.3, 84, No
4363, 28, 2, 55, 3, 1.1, 0, No
4362, 55, 30, 42, 2, 2.0, 196, No
4361, 67, 43, 41, 2, 1.1, 0, No
4360, 38, 12, 58, 2, 2.8, 0, No
4359, 35, 11, 75, 4, 2.0, 79, No
4358, 39, 14, 141, 4, 6.3, 0, Yes
4357, 43, 19, 35, 1, 0.7, 0, No
4356, 40, 10, 29, 1, 0.8, 0, No
4355, 40, 16, 140, 3, 5.6, 0, Yes
4354, 61, 36, 25, 2, 0.5, 0, No
4353, 40, 16, 59, 4, 2.7, 0, No
4352, 30, 3, 32, 1, 2.0, 0, No
4351, 64, 39, 101, 4, 3.4, 0, No
4350, 45, 18, 44, 3, 1.0, 193, No
4349, 59, 33, 99, 2, 2.7, 0, No
4348, 58, 33, 22, 3, 0.2, 0, No
4347, 45, 21, 33, 3, 0.5, 136, No
4346, 26, 1, 184, 2, 4.2, 577, Yes
4345, 53, 28, 181, 1, 8.1, 0, No
4344, 38, 14, 63, 1, 3.6, 0, No
4343, 32, 7, 45, 3, 2.3, 83, No
4342, 28, 3, 53, 2, 1.6, 0, No
4341, 34, 10, 92, 2, 2.7, 0, No
4340, 35, 11, 38, 1, 1.7, 0, No
4339, 54, 30, 121, 2, 0.4, 0, No
4338, 26, 2, 182, 2, 3.2, 0, Yes
4337, 44, 19, 44, 4, 0.0, 0, No
4336, 36, 10, 82, 2, 2.8, 0, No
4335, 55, 29, 92, 1, 1.9, 0, No
4334, 51, 26, 59, 1, 1.2, 139, No
4333, 53, 26, 12, 2, 1.0, 0, No
4332, 61, 37, 158, 2, 6.0, 306, No
4331, 62, 37, 44, 1, 1.1, 0, No
4330, 59, 33, 10, 4, 0.7, 0, No
4329, 64, 38, 143, 2, 6.4, 0, Yes
4328, 30, 4, 102, 4, 2.1, 139, No
4327, 32, 8, 42, 1, 0.2, 102, No
4326, 59, 35, 52, 4, 1.5, 0, No
4325, 49, 24, 13, 4, 0.8, 111, No
4324, 52, 28, 31, 4, 0.9, 151, No
4323, 38, 14, 44, 2, 1.7, 0, No
4322, 27, 0, 34, 1, 2.0, 112, No
4321, 40, 15, 143, 1, 4.1, 0, No
4320, 63, 38, 85, 4, 0.1, 0, No
4319, 49, 23, 75, 1, 1.5, 0, No
4318, 58, 33, 60, 4, 1.3, 0, No
4317, 30, 6, 95, 2, 0.2, 0, No
4316, 51, 26, 62, 4, 1.8, 119, No
4315, 35, 9, 79, 4, 2.2, 0, No
4314, 52, 28, 79, 1, 2.7, 0, No
4313, 41, 15, 93, 1, 2.8, 0, No
4312, 32, 8, 14, 3, 0.9, 111, No
4311, 65, 41, 170, 4, 6.1, 0, Yes
4310, 34, 8, 188, 1, 2.9, 0, Yes
4309, 44, 20, 132, 3, 2.6, 308, Yes
4308, 45, 19, 128, 4, 6.0, 0, Yes
4307, 35, 11, 41, 3, 2.0, 0, No
4306, 26, 1, 54, 2, 1.6, 0, No
4305, 64, 39, 98, 3, 1.8, 80, No
4304, 45, 21, 134, 2, 3.3, 0, No
4303, 52, 27, 85, 3, 3.4, 0, Yes
4302, 49, 24, 130, 4, 1.1, 281, Yes
4301, 61, 37, 20, 2, 0.3, 0, No
4300, 30, 5, 73, 1, 2.6, 133, No
4299, 43, 19, 122, 1, 0.3, 0, No
4298, 33, 9, 73, 4, 3.4, 140, No
4297, 35, 9, 84, 4, 2.2, 0, No
4296, 65, 41, 91, 2, 0.0, 146, No
4295, 58, 34, 150, 1, 7.4, 481, No
4294, 63, 38, 41, 2, 1.5, 173, No
4293, 63, 37, 191, 2, 4.3, 205, Yes
4292, 46, 21, 34, 1, 0.1, 124, No
4291, 66, 42, 95, 2, 0.0, 0, No
4290, 54, 28, 95, 1, 1.9, 0, No
4289, 42, 17, 28, 1, 0.6, 0, No
4288, 54, 28, 42, 4, 2.5, 0, No
4287, 53, 29, 20, 1, 0.2, 131, No
4286, 23, -3, 149, 2, 7.2, 0, No
4285, 38, 13, 173, 2, 3.3, 243, No
4284, 58, 32, 62, 3, 2.2, 217, No
4283, 26, 0, 195, 3, 6.3, 0, Yes
4282, 28, 1, 34, 4, 1.5, 162, No
4281, 42, 18, 135, 2, 3.3, 0, No
4280, 39, 15, 80, 2, 1.8, 86, No
4279, 56, 31, 51, 3, 1.7, 0, No
4278, 40, 16, 138, 1, 3.5, 0, No
4277, 50, 24, 155, 1, 7.3, 0, No
4276, 63, 38, 102, 4, 3.4, 0, No
4275, 30, 3, 79, 4, 2.0, 0, No
4274, 44, 19, 83, 2, 3.8, 0, No
4273, 47, 22, 89, 4, 1.9, 0, No
4272, 25, 1, 150, 1, 6.3, 0, No
4271, 45, 19, 19, 3, 1.5, 94, No
4270, 47, 23, 12, 4, 0.5, 0, No
4269, 49, 23, 108, 2, 2.4, 0, No
4268, 52, 26, 194, 2, 5.7, 0, Yes
4267, 42, 16, 11, 1, 0.2, 87, No
4266, 27, 2, 44, 4, 0.6, 0, No
4265, 57, 31, 40, 2, 0.3, 0, No
4264, 59, 33, 18, 2, 0.2, 0, No
4263, 58, 33, 42, 4, 1.7, 0, No
4262, 53, 28, 18, 4, 0.8, 0, No
4261, 57, 31, 52, 1, 1.4, 0, No
4260, 52, 26, 158, 2, 3.7, 251, Yes
4259, 52, 26, 155, 3, 7.2, 0, Yes
4258, 43, 17, 48, 3, 2.2, 0, No
4257, 41, 17, 165, 2, 7.6, 157, No
4256, 59, 35, 78, 2, 2.8, 0, No
4255, 51, 27, 68, 1, 1.6, 0, No
4254, 54, 28, 61, 3, 3.0, 0, No
4253, 54, 29, 81, 1, 0.1, 0, No
4252, 42, 16, 62, 3, 0.9, 0, No
4251, 52, 28, 54, 4, 0.1, 0, No
4250, 37, 12, 63, 4, 2.1, 0, No
4249, 58, 33, 138, 2, 3.9, 0, No
4248, 65, 39, 10, 1, 0.8, 0, No
4247, 60, 35, 24, 1, 1.5, 0, No
4246, 44, 20, 145, 1, 3.5, 0, No
4245, 51, 26, 55, 3, 2.0, 93, No
4244, 46, 22, 74, 3, 0.7, 0, No
4243, 46, 21, 68, 1, 0.2, 0, No
4242, 34, 9, 40, 4, 2.0, 0, No
4241, 39, 14, 161, 1, 4.1, 509, No
4240, 62, 36, 60, 3, 2.2, 0, No
4239, 43, 19, 161, 2, 7.6, 464, No
4238, 60, 34, 78, 3, 4.4, 0, No
4237, 37, 12, 128, 2, 3.9, 0, No
4236, 27, 1, 91, 2, 0.2, 0, No
4235, 50, 24, 91, 1, 0.8, 0, No
4234, 32, 7, 134, 2, 3.3, 0, No
4233, 39, 15, 53, 1, 1.8, 0, No
4232, 56, 32, 60, 1, 1.8, 227, No
4231, 62, 36, 115, 2, 2.8, 202, No
4230, 54, 24, 83, 1, 3.0, 0, No
4229, 34, 10, 83, 2, 2.0, 148, No
4228, 32, 7, 111, 1, 3.8, 0, No
4227, 37, 13, 45, 1, 1.8, 0, No
4226, 43, 18, 204, 2, 8.8, 0, No
4225, 57, 27, 39, 3, 1.0, 0, No
4224, 53, 26, 8, 1, 0.5, 0, No
4223, 51, 25, 58, 3, 0.7, 223, No
4222, 48, 22, 83, 2, 0.4, 248, No
4221, 54, 30, 39, 4, 0.1, 0, No
4220, 58, 34, 30, 3, 0.4, 0, No
4219, 52, 27, 43, 4, 0.2, 0, No
4218, 45, 21, 29, 1, 0.3, 105, No
4217, 60, 35, 173, 3, 3.1, 0, Yes
4216, 64, 40, 21, 2, 0.3, 0, No
4215, 46, 22, 89, 1, 2.7, 0, No
4214, 49, 25, 39, 3, 1.9, 0, No
4213, 50, 23, 9, 1, 0.5, 98, No
4212, 40, 16, 104, 2, 1.8, 0, No
4211, 35, 8, 43, 2, 1.7, 0, No
4210, 35, 9, 21, 2, 1.4, 125, No
4209, 56, 32, 58, 1, 1.8, 241, No
4208, 37, 11, 51, 3, 2.1, 0, No
4207, 48, 23, 29, 1, 1.3, 0, No
4206, 61, 36, 139, 2, 3.9, 0, No
4205, 40, 16, 61, 3, 2.1, 0, No
4204, 59, 33, 88, 4, 1.9, 0, No
4203, 35, 9, 82, 3, 0.9, 0, No
4202, 61, 36, 89, 3, 0.5, 0, No
4201, 43, 19, 74, 4, 1.9, 0, No
4200, 43, 19, 81, 4, 0.2, 0, No
4199, 61, 36, 50, 4, 1.7, 189, No
4198, 51, 25, 21, 2, 0.4, 76, No
4197, 49, 25, 13, 1, 0.9, 0, No
4196, 43, 19, 52, 4, 2.2, 0, No
4195, 63, 37, 31, 1, 0.5, 0, No
4194, 62, 37, 31, 3, 0.2, 0, No
4193, 50, 26, 21, 1, 0.2, 89, No
4192, 42, 15, 39, 3, 1.0, 132, No
4191, 40, 16, 89, 3, 3.9, 216, Yes
4190, 45, 19, 93, 2, 1.7, 0, No
4189, 30, 4, 45, 4, 1.3, 0, No
4188, 30, 5, 109, 4, 2.2, 103, No
4187, 33, 9, 10, 4, 1.0, 81, No
4186, 26, 2, 82, 2, 2.5, 199, No
4185, 51, 25, 99, 2, 2.4, 0, No
4184, 41, 17, 140, 1, 3.5, 342, No
4183, 55, 29, 49, 2, 0.8, 220, No
4182, 47, 22, 22, 1, 0.4, 0, No
4181, 36, 6, 11, 1, 0.7, 0, No
4180, 29, 3, 91, 1, 3.4, 0, Yes
4179, 59, 35, 88, 2, 1.6, 278, No
4178, 47, 23, 75, 1, 2.6, 0, No
4177, 44, 18, 75, 1, 0.7, 0, No
4176, 42, 17, 154, 3, 4.9, 0, Yes
4175, 40, 14, 59, 3, 0.5, 0, No
4174, 35, 9, 43, 2, 0.3, 0, No
4173, 67, 42, 75, 4, 0.1, 182, No
4172, 58, 31, 49, 4, 2.5, 0, No
4171, 31, 7, 44, 1, 1.2, 0, No
4170, 41, 17, 143, 2, 2.7, 209, Yes
4169, 60, 34, 139, 4, 0.4, 0, Yes
4168, 48, 24, 144, 4, 3.5, 0, Yes
4167, 66, 40, 30, 2, 0.7, 86, No
4166, 63, 38, 135, 2, 3.8, 183, Yes
4165, 35, 10, 23, 4, 1.1, 0, No
4164, 54, 28, 108, 4, 1.9, 0, Yes
4163, 61, 37, 41, 1, 0.8, 0, No
4162, 32, 8, 61, 3, 2.6, 0, No
4161, 30, 4, 11, 1, 0.1, 0, No
4160, 45, 20, 70, 4, 1.9, 0, No
4159, 59, 34, 74, 4, 0.7, 0, No
4158, 34, 10, 22, 3, 0.9, 0, No
4157, 37, 12, 193, 1, 8.6, 0, No
4156, 55, 30, 28, 4, 0.1, 149, No
4155, 51, 25, 163, 2, 1.3, 0, Yes
4154, 50, 26, 148, 2, 6.8, 0, No
4153, 44, 18, 91, 2, 0.8, 0, No
4152, 44, 18, 123, 3, 5.9, 0, Yes
4151, 46, 20, 72, 2, 1.7, 75, No
4150, 41, 15, 53, 1, 0.7, 0, No
4149, 46, 22, 80, 4, 2.0, 0, No
4148, 59, 35, 180, 2, 6.5, 0, Yes
4147, 53, 28, 85, 1, 1.3, 118, No
4146, 58, 34, 63, 4, 1.6, 0, No
4145, 47, 23, 138, 2, 3.3, 0, No
4144, 55, 31, 20, 2, 0.3, 0, No
4143, 57, 32, 70, 3, 1.6, 0, No
4142, 43, 19, 63, 3, 2.1, 0, No
4141, 63, 38, 32, 1, 1.5, 0, No
4140, 29, 3, 81, 1, 2.9, 0, No
4139, 47, 22, 114, 1, 0.6, 0, No
4138, 37, 12, 52, 2, 1.1, 0, No
4137, 43, 19, 83, 4, 2.0, 0, No
4136, 48, 23, 168, 2, 2.8, 308, No
4135, 35, 11, 85, 4, 0.1, 131, No
4134, 41, 17, 129, 1, 3.4, 0, No
4133, 61, 36, 133, 1, 2.6, 0, No
4132, 48, 23, 23, 4, 0.4, 122, No
4131, 56, 30, 75, 1, 1.9, 125, No
4130, 29, 3, 10, 4, 0.4, 87, No
4129, 46, 21, 53, 4, 1.9, 0, No
4128, 43, 19, 82, 2, 1.8, 0, No
4127, 58, 33, 23, 3, 1.3, 131, No
4126, 60, 34, 95, 2, 0.7, 322, No
4125, 53, 29, 141, 2, 0.2, 0, Yes
4124, 50, 24, 40, 4, 2.6, 89, No
4123, 56, 30, 195, 1, 2.9, 0, No
4122, 53, 27, 65, 4, 2.8, 0, No
4121, 49, 23, 23, 1, 1.4, 0, No
4120, 30, 5, 85, 4, 1.8, 0, No
4119, 40, 16, 34, 1, 0.7, 0, No
4118, 39, 14, 18, 4, 0.2, 0, No
4117, 24, -2, 135, 2, 7.2, 0, No
4116, 45, 20, 84, 4, 1.1, 180, No
4115, 52, 28, 52, 4, 0.1, 121, No
4114, 28, 2, 41, 3, 1.1, 161, No
4113, 34, 9, 65, 3, 0.7, 104, No
4112, 43, 17, 21, 3, 1.5, 0, No
4111, 66, 41, 59, 3, 2.4, 0, No
4110, 27, 0, 30, 4, 1.0, 0, No
4109, 64, 39, 73, 3, 2.2, 0, No
4108, 47, 22, 81, 1, 2.9, 0, No
4107, 48, 22, 54, 1, 1.2, 0, No
4106, 39, 15, 139, 1, 3.4, 353, No
4105, 38, 14, 25, 4, 1.0, 0, No
4104, 44, 20, 52, 1, 0.8, 196, No
4103, 41, 16, 81, 2, 0.4, 146, No
4102, 45, 21, 40, 3, 0.6, 0, No
4101, 27, 2, 41, 2, 1.7, 0, No
4100, 61, 35, 60, 1, 2.8, 0, No
4099, 27, 3, 75, 4, 0.0, 0, No
4098, 60, 34, 92, 2, 2.0, 0, No
4097, 38, 14, 49, 3, 2.8, 0, No
4096, 42, 17, 59, 4, 0.4, 0, No
4095, 53, 23, 8, 4, 0.4, 0, No
4094, 49, 24, 138, 2, 2.2, 0, Yes
4093, 40, 15, 171, 2, 3.3, 0, No
4092, 32, 6, 122, 2, 1.3, 0, No
4091, 42, 18, 49, 3, 2.1, 0, No
4090, 30, 4, 85, 4, 2.1, 0, No
4089, 29, -1, 71, 2, 1.8, 0, No
4088, 52, 28, 179, 4, 4.2, 0, Yes
4087, 50, 26, 11, 4, 0.2, 0, No
4086, 28, 2, 53, 3, 2.4, 0, No
4085, 60, 36, 59, 1, 0.0, 0, No
4084, 46, 20, 99, 3, 1.1, 0, No
4083, 32, 6, 83, 4, 2.2, 0, No
4082, 60, 35, 155, 1, 1.5, 0, Yes
4081, 27, 0, 40, 1, 2.0, 110, No
4080, 65, 40, 75, 3, 2.2, 0, No
4079, 36, 12, 58, 1, 3.6, 0, No
4078, 26, 0, 71, 4, 1.8, 0, No
4077, 49, 23, 22, 1, 0.3, 0, No
4076, 30, 4, 40, 4, 0.8, 0, No
4075, 60, 35, 23, 1, 0.3, 0, No
4074, 51, 27, 19, 1, 0.2, 0, No
4073, 42, 17, 78, 1, 1.0, 0, No
4072, 30, 6, 25, 3, 1.0, 135, No
4071, 58, 33, 70, 4, 0.7, 0, No
4070, 56, 32, 31, 4, 1.3, 0, No
4069, 59, 34, 21, 2, 0.5, 0, No
4068, 52, 28, 21, 4, 0.5, 0, No
4067, 61, 37, 61, 3, 2.0, 0, No
4066, 44, 19, 68, 1, 3.7, 0, No
4065, 63, 39, 50, 1, 0.0, 166, No
4064, 47, 21, 24, 2, 0.1, 0, No
4063, 38, 14, 43, 2, 1.7, 0, No
4062, 33, 3, 59, 2, 1.8, 0, No
4061, 31, 6, 174, 2, 6.7, 0, No
4060, 53, 27, 39, 4, 1.5, 0, No
4059, 39, 15, 65, 1, 1.5, 0, No
4058, 57, 32, 38, 2, 2.1, 0, No
4057, 51, 25, 113, 2, 6.3, 0, No
4056, 42, 18, 65, 3, 2.1, 0, No
4055, 59, 34, 64, 4, 1.7, 0, No
4054, 35, 11, 90, 2, 0.0, 0, No
4053, 43, 19, 54, 2, 1.7, 0, No
4052, 55, 29, 162, 1, 2.9, 0, No
4051, 53, 26, 14, 2, 1.0, 83, No
4050, 54, 28, 82, 4, 2.6, 294, No
4049, 27, 2, 48, 2, 1.6, 119, No
4048, 43, 17, 82, 1, 5.2, 79, No
4047, 25, 0, 72, 3, 2.6, 0, No
4046, 57, 31, 38, 4, 0.7, 0, No
4045, 36, 11, 9, 2, 0.3, 99, No
4044, 49, 23, 64, 4, 2.6, 0, No
4043, 29, 3, 190, 2, 4.5, 246, No
4042, 45, 19, 40, 1, 0.2, 0, No
4041, 57, 32, 44, 2, 1.9, 157, No
4040, 34, 9, 104, 1, 4.6, 0, No
4039, 55, 30, 54, 3, 1.7, 0, No
4038, 52, 28, 72, 1, 0.0, 178, No
4037, 46, 21, 13, 2, 0.7, 0, No
4036, 34, 9, 180, 2, 6.5, 0, Yes
4035, 35, 11, 82, 2, 1.7, 0, No
4034, 54, 24, 69, 3, 1.4, 132, No
4033, 59, 35, 93, 2, 1.6, 0, No
4032, 42, 18, 29, 1, 0.3, 0, No
4031, 58, 32, 44, 1, 0.8, 0, No
4030, 31, 5, 90, 2, 1.3, 0, No
4029, 46, 20, 64, 4, 2.9, 189, No
4028, 46, 21, 42, 4, 1.9, 0, No
4027, 27, 1, 142, 3, 5.5, 0, Yes
4026, 51, 27, 53, 1, 1.8, 0, No
4025, 41, 15, 82, 3, 0.1, 0, No
4024, 51, 25, 175, 3, 0.7, 312, Yes
4023, 35, 5, 81, 4, 4.0, 0, No
4022, 40, 14, 42, 2, 0.3, 106, No
4021, 58, 32, 191, 4, 5.2, 194, Yes
4020, 62, 36, 28, 3, 0.7, 0, No
4019, 59, 35, 161, 1, 2.9, 160, No
4018, 26, 0, 42, 4, 1.3, 153, No
4017, 53, 28, 173, 4, 2.7, 427, Yes
4016, 25, -1, 139, 2, 2.0, 0, No
4015, 56, 32, 23, 4, 0.7, 0, No
4014, 62, 38, 23, 2, 0.3, 0, No
4013, 30, 6, 124, 2, 0.6, 0, No
4012, 47, 21, 88, 2, 1.7, 0, No
4011, 44, 19, 40, 4, 1.9, 84, No
4010, 42, 18, 189, 2, 7.6, 0, No
4009, 61, 31, 154, 3, 7.5, 351, Yes
4008, 31, 7, 35, 2, 1.0, 0, No
4007, 56, 32, 28, 1, 1.2, 0, No
4006, 56, 32, 32, 2, 0.8, 79, No
4005, 65, 39, 22, 3, 0.7, 0, No
4004, 47, 21, 39, 3, 0.6, 0, No
4003, 59, 34, 60, 2, 2.8, 0, No
4002, 61, 35, 81, 4, 1.9, 0, No
4001, 62, 37, 93, 3, 3.0, 0, Yes
4000, 47, 21, 90, 2, 0.8, 0, No
3999, 34, 10, 41, 1, 1.3, 0, No
3998, 62, 38, 80, 4, 1.7, 0, No
3997, 50, 24, 11, 4, 0.6, 0, No
3996, 53, 28, 34, 2, 0.6, 0, No
3995, 42, 18, 88, 4, 0.8, 0, No
3994, 30, 6, 13, 3, 0.9, 0, No
3993, 47, 22, 95, 2, 3.9, 0, Yes
3992, 64, 38, 84, 1, 2.0, 0, No
3991, 57, 32, 59, 2, 3.7, 134, No
3990, 49, 25, 90, 4, 1.4, 0, No
3989, 59, 35, 85, 1, 3.4, 0, Yes
3988, 62, 36, 19, 2, 0.2, 0, No
3987, 38, 14, 182, 3, 2.6, 0, Yes
3986, 65, 40, 32, 1, 1.1, 120, No
3985, 34, 8, 18, 4, 0.3, 0, No
3984, 39, 13, 93, 4, 3.6, 0, Yes
3983, 24, 0, 119, 1, 1.5, 0, No
3982, 64, 39, 22, 3, 0.5, 0, No
3981, 46, 22, 89, 4, 1.4, 0, No
3980, 38, 14, 90, 2, 0.0, 258, No
3979, 43, 18, 19, 2, 0.3, 0, No
3978, 54, 27, 51, 3, 1.0, 113, No
3977, 60, 33, 42, 4, 2.5, 194, No
3976, 50, 23, 25, 1, 0.5, 0, No
3975, 46, 21, 41, 1, 0.5, 0, No
3974, 61, 35, 53, 1, 2.8, 167, No
3973, 29, 5, 112, 2, 4.3, 0, No
3972, 35, 11, 24, 1, 0.5, 0, No
3971, 65, 40, 71, 3, 2.2, 0, No
3970, 38, 11, 75, 3, 2.3, 0, No
3969, 28, 3, 78, 4, 0.2, 0, No
3968, 40, 15, 22, 1, 0.6, 0, No
3967, 33, 7, 84, 1, 2.9, 0, No
3966, 39, 15, 94, 2, 1.9, 0, No
3965, 43, 18, 78, 4, 1.9, 0, No
3964, 58, 32, 38, 3, 2.2, 0, No
3963, 29, 5, 31, 1, 1.0, 0, No
3962, 48, 22, 145, 1, 0.3, 140, No
3961, 62, 37, 48, 3, 2.2, 0, No
3960, 43, 19, 123, 3, 1.3, 0, Yes
3959, 59, 34, 23, 4, 0.4, 78, No
3958, 40, 15, 75, 4, 1.1, 0, No
3957, 62, 37, 45, 3, 0.5, 200, No
3956, 62, 36, 58, 1, 0.8, 0, No
3955, 32, 7, 134, 2, 3.1, 0, No
3954, 50, 26, 52, 4, 0.1, 0, No
3953, 61, 36, 124, 2, 3.9, 0, No
3952, 40, 14, 69, 3, 2.1, 106, No
3951, 38, 14, 62, 1, 1.5, 255, No
3950, 31, 5, 23, 1, 0.4, 0, No
3949, 37, 12, 123, 4, 3.1, 253, Yes
3948, 32, 8, 119, 4, 5.0, 0, Yes
3947, 25, -1, 40, 3, 2.4, 0, No
3946, 29, 3, 123, 3, 5.6, 428, Yes
3945, 56, 26, 62, 3, 1.4, 0, No
3944, 61, 36, 188, 1, 9.3, 0, Yes
3943, 42, 17, 89, 1, 0.1, 170, No
3942, 57, 33, 79, 1, 2.7, 294, No
3941, 41, 17, 53, 2, 2.5, 102, No
3940, 47, 23, 12, 4, 0.2, 102, No
3939, 49, 24, 13, 2, 0.0, 0, No
3938, 39, 15, 123, 2, 2.2, 92, No
3937, 43, 18, 63, 3, 0.8, 0, No
3936, 59, 33, 53, 3, 2.5, 0, No
3935, 35, 11, 68, 2, 0.0, 126, No
3934, 39, 14, 40, 1, 2.5, 0, No
3933, 26, 2, 55, 3, 0.7, 0, No
3932, 53, 27, 170, 1, 1.0, 0, No
3931, 53, 27, 145, 1, 2.9, 345, No
3930, 37, 13, 33, 4, 0.4, 0, No
3929, 57, 33, 61, 3, 2.7, 0, No
3928, 59, 34, 38, 4, 1.7, 0, No
3927, 48, 23, 43, 2, 1.3, 0, No
3926, 42, 18, 22, 1, 1.4, 0, No
3925, 61, 37, 122, 2, 6.0, 0, No
3924, 41, 15, 91, 1, 2.8, 330, No
3923, 31, 4, 20, 4, 1.5, 0, No
3922, 30, 6, 48, 1, 1.2, 0, No
3921, 34, 8, 82, 2, 1.5, 0, No
3920, 64, 34, 179, 2, 4.5, 400, Yes
3919, 60, 34, 65, 4, 1.7, 0, No
3918, 41, 15, 89, 3, 0.1, 292, No
3917, 50, 26, 12, 1, 0.2, 96, No
3916, 38, 13, 91, 1, 2.8, 0, No
3915, 27, 3, 35, 1, 1.8, 0, No
3914, 45, 20, 62, 3, 0.8, 172, No
3913, 40, 14, 69, 1, 1.5, 0, No
3912, 52, 26, 44, 2, 0.8, 148, No
3911, 33, 8, 62, 1, 1.0, 0, No
3910, 33, 7, 111, 2, 1.3, 0, No
3909, 24, 0, 44, 3, 0.1, 0, No
3908, 40, 14, 42, 2, 0.3, 187, No
3907, 61, 35, 60, 1, 2.5, 0, No
3906, 52, 28, 55, 1, 1.6, 0, No
3905, 29, 5, 18, 1, 0.4, 94, No
3904, 47, 23, 65, 1, 0.0, 0, No
3903, 45, 21, 39, 2, 2.1, 0, No
3902, 34, 10, 53, 3, 2.6, 0, No
3901, 51, 27, 12, 3, 0.4, 0, No
3900, 60, 34, 43, 1, 1.4, 0, No
3899, 44, 20, 129, 2, 3.3, 0, No
3898, 56, 31, 64, 2, 2.3, 0, No
3897, 48, 24, 224, 2, 6.7, 0, No
3896, 36, 12, 59, 3, 2.0, 216, No
3895, 32, 6, 44, 1, 0.3, 81, No
3894, 30, 5, 40, 4, 1.7, 0, No
3893, 59, 33, 102, 2, 1.4, 0, No
